list_name,list_date,ticker,form,base_score,filing_day_close,next_open,next_high,next_close,next_volume,gap_next_open_pct,next_day_max_run_pct,next_day_close_pct,next_day_vwap_pct,spy_close_pct,alpha_close_pct,catalyst_sign,exec_cost_pct,hit_2pct,hit_3pct,hit_5pct,hit_2pct_net,realistic_pnl_pct,realistic_pnl_net_pct,five_day_close,five_day_max_run_pct,five_day_close_pct,spy_5d_pct,market_cap
sec_clean_gappers,2026-03-05,KRG,8-K,12,25.8600,25.6600,25.8000,25.7700,1539800,-0.7734,-0.2320,-0.3480,-0.6316,-1.3107,0.9627,0,0.2000,0,0,0,0,0.4287,0.2287,25.3400,1.3148,-2.0108,-2.2383,
sec_clean_gappers,2026-03-05,AAPI,8-K,12,0.3100,0.3000,0.3000,0.3000,500,-3.2258,-3.2258,-3.2258,-3.2258,-1.3107,-1.9151,0,0.2000,0,0,0,0,0.0000,-0.2000,0.2020,-3.2258,-34.8387,-2.2383,
sec_clean_gappers,2026-03-05,ERO,6-K,12,28.9200,28.2900,29.0100,27.7600,1594500,-2.1784,0.3112,-4.0111,-3.0313,-1.3107,-2.7004,0,0.2000,0,0,0,0,-1.5000,-1.7000,27.3100,0.3458,-5.5671,-2.2383,
sec_clean_gappers,2026-03-05,S,8-K,12,13.9700,13.7600,14.2700,14.1900,9779600,-1.5032,2.1475,1.5748,0.7397,-1.3107,2.8855,0,0.2000,1,0,0,0,2.0000,1.8000,13.7800,4.0014,-1.3601,-2.2383,
sec_clean_gappers,2026-03-05,TRGSU,8-K,12,9.9600,9.9600,9.9600,9.9600,896600,0.0000,0.0000,0.0000,0.0000,-1.3107,1.3107,0,0.2000,0,0,0,0,0.0000,-0.2000,9.9700,0.2008,0.1004,-2.2383,
sec_clean_gappers,2026-03-05,MEOH,6-K,12,57.0500,53.0200,57.9300,49.8300,2640900,-7.0640,1.5425,-12.6556,-8.4546,-1.3107,-11.3449,0,0.2000,0,0,0,0,-1.5000,-1.7000,58.0600,3.5758,1.7704,-2.2383,
sec_clean_gappers,2026-03-05,SOBO,6-K,12,33.3100,34.0000,34.0100,33.4500,1369900,2.0714,2.1015,0.4203,0.5304,-1.3107,1.7310,0,0.2000,1,0,0,0,-1.5000,-1.7000,33.0600,2.1015,-0.7505,-2.2383,
sec_clean_gappers,2026-03-05,FLYE,8-K,12,2.0200,2.0350,2.1100,2.0290,15300,0.7426,4.4554,0.4455,1.4686,-1.3107,1.7563,0,0.2000,1,1,0,1,2.0000,1.8000,1.9200,7.9208,-4.9505,-2.2383,
sec_clean_gappers,2026-03-05,OTLK,8-K,12,0.4320,0.4320,0.4340,0.4140,1927600,0.0000,0.4630,-4.1667,-3.7037,-1.3107,-2.8560,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.4210,6.7130,-2.5463,-2.2383,
sec_clean_gappers,2026-03-05,CGAU,6-K,12,18.4300,17.9100,18.8400,18.7200,1456900,-2.8215,2.2246,1.5735,-0.0723,-1.3107,2.8842,0,0.2000,1,0,0,1,2.0000,1.8000,18.5400,5.8600,0.5969,-2.2383,
sec_clean_gappers,2026-03-05,SKYQ,8-K,12,4.4320,3.4160,3.5200,2.7600,398625,-22.9242,-20.5776,-37.7256,-33.4537,-1.3107,-36.4149,0,0.2000,0,0,0,0,-1.5000,-1.7000,2.7920,-20.5776,-37.0036,-2.2383,
sec_clean_gappers,2026-03-05,SEE,8-K,12,41.9800,41.9500,42.0000,41.9800,1792800,-0.0715,0.0476,0.0000,-0.0318,-1.3107,1.3107,0,0.2000,0,0,0,0,0.0715,-0.1285,41.9700,0.2382,-0.0238,-2.2383,
sec_clean_gappers,2026-03-05,GLPI,8-K,12,49.3600,49.0700,49.2200,48.9100,1819700,-0.5875,-0.2836,-0.9117,-1.0062,-1.3107,0.3990,0,0.2000,0,0,0,0,-0.3261,-0.5261,48.3600,-0.2431,-2.0259,-2.2383,
sec_clean_gappers,2026-03-05,INUV,8-K,12,2.7500,2.7100,2.8400,2.6500,531400,-1.4545,3.2727,-3.6364,-2.1818,-1.3107,-2.3257,0,0.2000,1,1,0,1,-1.5000,-1.7000,2.6700,3.2727,-2.9091,-2.2383,
sec_clean_gappers,2026-03-05,CTAAU,8-K,12,9.9700,9.9700,9.9900,9.9800,444100,0.0000,0.2006,0.1003,0.1003,-1.3107,1.4110,0,0.2000,0,0,0,0,0.1003,-0.0997,9.9800,0.5015,0.1003,-2.2383,
sec_clean_gappers,2026-03-05,PAYC,8-K,12,136.6600,138.7100,138.7100,138.0100,1670800,1.5001,1.5001,0.9878,-0.5439,-1.3107,2.2986,0,0.2000,0,0,0,0,-1.5000,-1.7000,126.6200,1.6098,-7.3467,-2.2383,
sec_clean_gappers,2026-03-05,TRMD,6-K,12,28.9900,28.7200,28.7700,28.2400,1435600,-0.9314,-0.7589,-2.5871,-2.1674,-1.3107,-1.2764,0,0.2000,0,0,0,0,-1.5000,-1.7000,24.6400,0.1207,-15.0052,-2.2383,
sec_clean_gappers,2026-03-05,LOGC,8-K,12,7.8100,7.8100,7.9500,7.9000,19300,0.0000,1.7926,1.1524,0.8536,-1.3107,2.4631,0,0.2000,0,0,0,0,1.1524,0.9524,8.0000,4.3534,2.4328,-2.2383,
sec_clean_gappers,2026-03-05,SUNS,8-K,12,9.6500,9.4900,9.4900,9.4100,90300,-1.6580,-1.6580,-2.4870,-2.9016,-1.3107,-1.1763,0,0.2000,0,0,0,0,-1.5000,-1.7000,8.9200,-1.6580,-7.5648,-2.2383,
sec_clean_gappers,2026-03-05,LNAI,8-K,12,0.3620,0.3600,0.3600,0.2320,1026700,-0.5525,-0.5525,-35.9116,-24.2173,-1.3107,-34.6009,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.1920,-0.5525,-46.9613,-2.2383,
sec_clean_gappers,2026-03-05,RPM,8-K,12,104.9100,103.2900,103.8100,102.1400,1148800,-1.5442,-1.0485,-2.6404,-2.5641,-1.3107,-1.3297,0,0.2000,0,0,0,0,-1.5000,-1.7000,99.6600,-0.1525,-5.0043,-2.2383,
sec_clean_gappers,2026-03-05,ASRMF,6-K,12,35.1800,33.2500,33.2500,33.2500,300,-5.4861,-5.4861,-5.4861,-5.4861,-1.3107,-4.1754,0,0.2000,0,0,0,0,0.0000,-0.2000,33.2500,-5.4861,-5.4861,-2.2383,
sec_clean_gappers,2026-03-06,DAICW,8-K,15,0.0341,0.0300,0.0300,0.0300,0,-12.0235,-12.0235,-12.0235,-12.0235,0.8760,-12.8995,0,0.2000,0,0,0,0,0.0000,-0.2000,0.0301,-11.7302,-11.7302,-1.5006,
sec_clean_gappers,2026-03-06,RSVRW,8-K,12,0.1700,0.1900,0.2010,0.1820,1300,11.7647,18.2353,7.0588,6.6667,0.8760,6.1828,0,0.2000,1,1,1,1,-1.5000,-1.7000,0.1850,18.2353,8.8235,-1.5006,
sec_clean_gappers,2026-03-06,PPENF,6-K,12,2.6500,2.6500,2.6500,2.6500,0,0.0000,0.0000,0.0000,0.0000,0.8760,-0.8760,0,0.2000,0,0,0,0,0.0000,-0.2000,2.6500,0.0000,0.0000,-1.5006,
sec_clean_gappers,2026-03-06,SHC,8-K,12,14.6600,14.4700,14.7950,14.5700,11002600,-1.2960,0.9209,-0.6139,-1.0914,0.8760,-1.4899,0,0.2000,0,0,0,0,-1.5000,-1.7000,13.4150,0.9209,-8.4925,-1.5006,
sec_clean_gappers,2026-03-06,BXP,8-K,12,52.9400,52.4100,52.7600,52.4800,3778000,-1.0011,-0.3400,-0.8689,-2.4304,0.8760,-1.7449,0,0.2000,0,0,0,0,-1.5000,-1.7000,52.0100,2.5312,-1.7567,-1.5006,
sec_clean_gappers,2026-03-06,LPRO,8-K,12,1.3400,1.3200,1.3750,1.3700,304900,-1.4925,2.6119,2.2388,-0.0000,0.8760,1.3628,0,0.2000,1,0,0,1,-1.5000,-1.7000,1.4500,16.4179,8.2090,-1.5006,
sec_clean_gappers,2026-03-06,GOOG,8-K,12,298.3000,294.1350,306.5000,306.0100,19632700,-1.3962,2.7489,2.5847,1.2895,0.8760,1.7087,0,0.2000,1,0,0,1,2.0000,1.8000,301.4600,4.2806,1.0593,-1.5006,
sec_clean_gappers,2026-03-06,REI,8-K,12,1.5400,1.5700,1.6400,1.5000,9136300,1.9481,6.4935,-2.5974,-0.2164,0.8760,-3.4734,0,0.2000,1,1,1,1,-1.5000,-1.7000,1.5000,6.4935,-2.5974,-1.5006,
sec_clean_gappers,2026-03-06,AMC,8-K,12,1.1700,1.1500,1.1600,1.1300,41419700,-1.7094,-0.8547,-3.4188,-3.7037,0.8760,-4.2948,0,0.2000,0,0,0,0,-1.5000,-1.7000,1.0900,-0.8547,-6.8376,-1.5006,
sec_clean_gappers,2026-03-06,EDN,6-K,12,25.3500,25.0000,26.2900,25.6500,124900,-1.3807,3.7081,1.1834,0.5917,0.8760,0.3074,0,0.2000,1,1,0,1,-1.5000,-1.7000,26.3000,12.1105,3.7475,-1.5006,
sec_clean_gappers,2026-03-06,AIM,8-K,12,0.6900,0.7100,0.7400,0.7200,98800,2.8985,7.2464,4.3478,2.4155,0.8760,3.4718,0,0.2000,1,1,1,1,-1.5000,-1.7000,0.7300,10.1449,5.7971,-1.5006,
sec_clean_gappers,2026-03-06,HTFC,8-K,12,24.8400,24.7700,25.0670,25.0670,4400,-0.2818,0.9138,0.9138,0.3945,0.8760,0.0379,0,0.2000,0,0,0,0,1.1990,0.9990,24.9300,0.9219,0.3623,-1.5006,
sec_clean_gappers,2026-03-06,INLF,6-K,12,5.7600,6.1120,6.4000,5.6000,6844,6.1111,11.1111,-2.7778,0.0926,0.8760,-3.6538,0,0.2000,1,1,1,1,-1.5000,-1.7000,5.1680,11.1111,-10.2778,-1.5006,
sec_clean_gappers,2026-03-06,JEM,6-K,12,1.6000,1.6000,2.0000,2.0000,766045,0.0000,25.0000,25.0000,15.4167,0.8760,24.1240,0,0.2000,1,1,1,1,-1.5000,-1.7000,1.8400,40.0000,15.0000,-1.5006,
sec_clean_gappers,2026-03-06,SMXWW,6-K,12,0.0485,0.0500,0.0500,0.0500,0,3.0928,3.0928,3.0928,3.0928,0.8760,2.2168,0,0.2000,1,1,0,1,0.0000,-0.2000,0.0548,15.4639,12.9897,-1.5006,
sec_clean_gappers,2026-03-06,RCIAF,6-K,12,40.4900,40.4900,40.4900,40.4900,0,0.0000,0.0000,0.0000,0.0000,0.8760,-0.8760,0,0.2000,0,0,0,0,0.0000,-0.2000,40.4900,0.0000,0.0000,-1.5006,
sec_clean_gappers,2026-03-06,YHC,8-K,12,0.8400,0.8370,0.8900,0.8680,102300,-0.3571,5.9524,3.3333,1.7064,0.8760,2.4573,0,0.2000,1,1,1,1,-1.5000,-1.7000,0.6630,5.9524,-21.0714,-1.5006,
sec_clean_gappers,2026-03-06,ARCO,6-K,12,7.9400,7.8200,8.0100,8.0000,1158100,-1.5113,0.8816,0.7557,-0.3778,0.8760,-0.1203,0,0.2000,0,0,0,0,2.0000,1.8000,7.7100,3.1486,-2.8967,-1.5006,
sec_clean_gappers,2026-03-06,CRMD,8-K,12,6.4600,6.2800,6.6000,6.5600,2720800,-2.7864,2.1672,1.5480,-0.4128,0.8760,0.6720,0,0.2000,1,0,0,0,-1.5000,-1.7000,6.4500,6.1920,-0.1548,-1.5006,
sec_clean_gappers,2026-03-06,MSBIP,8-K,12,25.3000,25.2000,25.4000,25.2100,3500,-0.3953,0.3953,-0.3557,-0.1186,0.8760,-1.2317,0,0.2000,0,0,0,0,0.0397,-0.1603,25.4400,2.0158,0.5534,-1.5006,
sec_clean_gappers,2026-03-06,JMG,6-K,12,6.6100,6.6100,6.6100,6.6100,0,0.0000,0.0000,0.0000,0.0000,0.8760,-0.8760,0,0.2000,0,0,0,0,0.0000,-0.2000,6.6100,0.0000,0.0000,-1.5006,
sec_clean_gappers,2026-03-06,DYAI,8-K,12,0.7700,0.7700,0.8300,0.8000,310300,0.0000,7.7922,3.8961,3.0303,0.8760,3.0201,0,0.2000,1,1,1,1,-1.5000,-1.7000,0.7600,7.7922,-1.2987,-1.5006,
sec_clean_gappers,2026-03-06,INCY,8-K,12,95.9400,95.9400,97.6200,97.1000,1521200,0.0000,1.7511,1.2091,0.4934,0.8760,0.3331,0,0.2000,0,0,0,0,1.2091,1.0091,92.5400,2.0012,-3.5439,-1.5006,
sec_clean_gappers,2026-03-06,DJTWW,8-K,12,5.5300,5.4300,5.4300,5.4300,0,-1.8083,-1.8083,-1.8083,-1.8083,0.8760,-2.6843,0,0.2000,0,0,0,0,0.0000,-0.2000,5.1950,-1.8083,-6.0579,-1.5006,
sec_clean_gappers,2026-03-06,DMIIU,8-K,12,10.0300,10.0300,10.0300,10.0300,0,0.0000,0.0000,0.0000,0.0000,0.8760,-0.8760,0,0.2000,0,0,0,0,0.0000,-0.2000,10.0380,0.1994,0.0798,-1.5006,
sec_clean_gappers,2026-03-06,PMNT,8-K,12,0.2120,0.2100,0.2160,0.2140,259200,-0.9434,1.8868,0.9434,-2.2013,0.8760,0.0674,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.2360,22.1698,11.3208,-1.5006,
sec_clean_gappers,2026-03-06,BITF,6-K,12,2.0400,2.0300,2.1200,2.1100,29697880,-0.4902,3.9216,3.4314,1.3072,0.8760,2.5554,0,0.2000,1,1,0,1,-1.5000,-1.7000,2.2400,15.6863,9.8039,-1.5006,
sec_clean_gappers,2026-03-06,PLNH,8-K,12,0.1760,0.1730,0.1760,0.1670,176400,-1.7045,0.0000,-5.1136,-4.7348,0.8760,-5.9896,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.1610,3.4091,-8.5227,-1.5006,
sec_clean_gappers,2026-03-06,SDOT,8-K,12,1.9600,1.9000,2.0400,2.0200,5100,-3.0612,4.0816,3.0612,1.3605,0.8760,2.1852,0,0.2000,1,1,0,1,2.0000,1.8000,2.0600,18.3673,5.1020,-1.5006,
sec_clean_gappers,2026-03-06,TKLF,6-K,12,2.8410,2.9600,2.9600,2.8700,2000,4.1887,4.1887,1.0208,1.6074,0.8760,0.1448,0,0.2000,1,1,0,1,-1.5000,-1.7000,2.8600,8.7645,0.6688,-1.5006,
sec_clean_gappers,2026-03-06,INM,8-K,12,0.9200,0.8600,0.9190,0.8860,124700,-6.5217,-0.1087,-3.6957,-5.4710,0.8760,-4.5717,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.7710,-0.1087,-16.1957,-1.5006,
sec_clean_gappers,2026-03-06,SFL,6-K,12,10.7500,10.5800,10.9800,10.9000,2126400,-1.5814,2.1395,1.3953,0.5271,0.8760,0.5194,0,0.2000,1,0,0,0,2.0000,1.8000,9.8800,2.3256,-8.0930,-1.5006,
sec_clean_gappers,2026-03-06,GPAEF,6-K,12,23.8500,23.8500,23.8500,23.8500,0,0.0000,0.0000,0.0000,0.0000,0.8760,-0.8760,0,0.2000,0,0,0,0,0.0000,-0.2000,23.8500,0.0000,0.0000,-1.5006,
sec_clean_gappers,2026-03-06,JCI,8-K,12,132.4000,130.1900,134.2500,133.0900,4954200,-1.6692,1.3973,0.5211,-0.2769,0.8760,-0.3548,0,0.2000,0,0,0,0,2.0000,1.8000,130.1600,2.8550,-1.6918,-1.5006,
sec_clean_gappers,2026-03-06,APTV,8-K,12,72.7000,71.0000,73.3000,72.8500,2812100,-2.3384,0.8253,0.2063,-1.0179,0.8760,-0.6697,0,0.2000,0,0,0,0,-1.5000,-1.7000,70.5000,0.8253,-3.0261,-1.5006,
sec_clean_gappers,2026-03-06,DEC,8-K,12,14.5500,14.7300,15.1300,14.7300,1855700,1.2371,3.9863,1.2371,1.9473,0.8760,0.3611,0,0.2000,1,1,0,1,2.0000,1.8000,14.6100,3.9863,0.4124,-1.5006,
sec_clean_gappers,2026-03-06,DINO,8-K,12,56.2300,56.5700,56.8300,52.7900,4761100,0.6047,1.0671,-6.1177,-3.8947,0.8760,-6.9937,0,0.2000,0,0,0,0,-1.5000,-1.7000,55.7300,4.8195,-0.8892,-1.5006,
sec_clean_gappers,2026-03-10,XTLB,6-K,17,2.5200,2.4800,2.6000,2.6000,5650,-1.5873,3.1746,3.1746,1.0582,-0.1255,3.3001,0,0.2000,1,1,0,1,-1.5000,-1.7000,2.4400,3.1746,-3.1746,-0.9436,
sec_clean_gappers,2026-03-10,TCMFF,6-K,17,0.1960,0.1960,0.1960,0.1960,0,0.0000,0.0000,0.0000,0.0000,-0.1255,0.1255,0,0.2000,0,0,0,0,0.0000,-0.2000,0.1960,0.0000,0.0000,-0.9436,
sec_clean_gappers,2026-03-10,ZCSH,8-K,14,15.6130,15.1300,15.5800,15.2360,5300,-3.0936,-0.2114,-2.4147,-2.1841,-0.1255,-2.2891,0,0.2000,0,0,0,0,2.0000,1.8000,22.0120,43.4702,40.9851,-0.9436,
sec_clean_gappers,2026-03-10,SI,8-K,14,13.0500,14.6100,14.9200,14.0100,229700,11.9540,14.3295,7.3563,6.4112,-0.1255,7.4818,0,0.2000,1,1,1,1,-1.5000,-1.7000,15.1200,20.7663,15.8621,-0.9436,
sec_clean_gappers,2026-03-10,EVLVW,8-K,14,0.0503,0.0625,0.0625,0.0625,0,24.2545,24.2545,24.2545,24.2545,-0.1255,24.3800,0,0.5000,1,1,1,1,0.0000,-0.5000,0.0760,51.0934,51.0934,-0.9436,13630656
sec_clean_gappers,2026-03-10,TRC,8-K,14,17.8600,17.9200,19.3900,19.0600,374000,0.3359,8.5666,6.7189,5.2072,-0.1255,6.8444,0,0.2000,1,1,1,1,2.0000,1.8000,18.9700,9.7984,6.2150,-0.9436,
sec_clean_gappers,2026-03-10,UNLYF,6-K,14,65.6800,64.8400,64.8400,64.8400,1000,-1.2789,-1.2789,-1.2789,-1.2789,-0.1255,-1.1534,0,0.2000,0,0,0,0,0.0000,-0.2000,65.3400,-0.4111,-0.5177,-0.9436,
sec_clean_gappers,2026-03-10,ARTV,8-K,14,6.0800,6.1200,7.7540,7.1300,855100,0.6579,27.5329,17.2697,14.4956,-0.1255,17.3953,0,0.5000,1,1,1,1,-1.5000,-2.0000,6.3200,27.5329,3.9474,-0.9436,150277365
sec_clean_gappers,2026-03-10,LDI,8-K,14,1.8800,1.7600,1.7700,1.7500,5518800,-6.3830,-5.8511,-6.9149,-8.6879,-0.1255,-6.7894,0,0.2000,0,0,0,0,-1.5000,-1.7000,1.5600,-5.8511,-17.0213,-0.9436,
sec_clean_gappers,2026-03-10,CAN,6-K,14,0.4780,0.4850,0.5150,0.5070,10268800,1.4644,7.7406,6.0670,4.3933,-0.1255,6.1925,0,0.2000,1,1,1,1,-1.5000,-1.7000,0.4760,14.4351,-0.4184,-0.9436,
sec_clean_gappers,2026-03-10,FIISO,8-K,14,119.1700,119.1700,119.1700,119.1700,0,0.0000,0.0000,0.0000,0.0000,-0.1255,0.1255,0,0.2000,0,0,0,0,0.0000,-0.2000,122.7000,2.9622,2.9622,-0.9436,2339808805
sec_clean_gappers,2026-03-10,HBANP,8-K,14,17.7000,17.6210,17.7060,17.6100,18300,-0.4463,0.0339,-0.5085,-0.3842,-0.1255,-0.3830,0,0.2000,0,0,0,0,-0.0624,-0.2624,17.5900,0.0339,-0.6215,-0.9436,35927325320
sec_clean_gappers,2026-03-10,PROF,8-K,14,5.4100,5.4100,5.6200,5.6100,237900,0.0000,3.8817,3.6969,1.4787,-0.1255,3.8224,0,0.2000,1,1,0,1,-1.5000,-1.7000,5.8500,12.0148,8.1331,-0.9436,
sec_clean_gappers,2026-03-10,SIGA,8-K,14,5.6500,5.6500,5.7900,5.4800,766300,0.0000,2.4779,-3.0089,-3.3628,-0.1255,-2.8833,0,0.2000,1,0,0,1,-1.5000,-1.7000,5.0200,2.4779,-11.1504,-0.9436,
sec_clean_gappers,2026-03-10,UPST,8-K,14,28.1600,29.0100,29.1900,27.4700,7178900,3.0185,3.6577,-2.4503,-1.3731,-0.1255,-2.3248,0,0.2000,1,1,0,1,-1.5000,-1.7000,27.8300,4.1903,-1.1719,-0.9436,
sec_clean_gappers,2026-03-10,BBCP,8-K,14,6.7600,7.0500,7.3350,7.1400,206100,4.2899,8.5059,5.6213,5.0789,-0.1255,5.7468,0,0.5000,1,1,1,1,-1.5000,-2.0000,6.9700,8.5059,3.1065,-0.9436,343782537
sec_clean_gappers,2026-03-10,SKYE,8-K,14,0.7990,0.6600,0.7400,0.7210,1454300,-17.3967,-7.3842,-9.7622,-13.6003,-0.1255,-9.6367,0,0.2000,0,0,0,0,-1.5000,-1.7000,0.6700,-7.3842,-16.1452,-0.9436,
sec_clean_gappers,2026-03-10,AMCCF,8-K,14,42.5500,42.5500,42.5500,42.5500,0,0.0000,0.0000,0.0000,0.0000,-0.1255,0.1255,0,0.2000,0,0,0,0,0.0000,-0.2000,42.5500,0.0000,0.0000,-0.9436,19660044109
sec_clean_gappers,2026-03-10,RGR,8-K,14,38.5200,38.3600,38.9700,38.9600,175200,-0.4154,1.1682,1.1423,0.3375,-0.1255,1.2678,0,0.2000,0,0,0,0,1.5641,1.3641,38.7700,3.9720,0.6490,-0.9436,
sec_clean_gappers,2026-03-10,DRS,8-K,14,46.3500,45.7500,46.4100,46.1600,923800,-1.2945,0.1295,-0.4099,-0.7767,-0.1255,-0.2844,0,0.2000,0,0,0,0,0.8962,0.6962,45.6000,0.5825,-1.6181,-0.9436,12321971045
sec_clean_gappers,2026-03-10,ELAB,8-K,14,4.4530,4.2100,4.7000,4.4500,85900,-5.4570,5.5468,-0.0674,-0.0674,-0.1255,0.0581,0,0.5000,1,1,1,1,2.0000,1.5000,4.4400,16.9324,-0.2919,-0.9436,3313198
sec_clean_gappers,2026-03-10,AMTD,6-K,14,1.0100,0.9900,1.0700,1.0500,68800,-1.9802,5.9406,3.9604,2.6403,-0.1255,4.0859,0,0.2000,1,1,1,1,2.0000,1.8000,1.0400,7.9208,2.9703,-0.9436,
sec_clean_gappers,2026-03-10,BLND,8-K,14,1.6300,1.6800,1.9700,1.8200,10750800,3.0675,20.8589,11.6564,11.4519,-0.1255,11.7820,0,0.2000,1,1,1,1,2.0000,1.8000,1.5000,20.8589,-7.9755,-0.9436,
sec_clean_gappers,2026-03-10,LIXT,8-K,14,2.5700,2.7500,3.1600,3.1000,42200,7.0039,22.9572,20.6226,15.6939,-0.1255,20.7481,0,0.2000,1,1,1,1,-1.5000,-1.7000,3.0100,27.6265,17.1206,-0.9436,
sec_clean_gappers,2026-03-10,PLUG,8-K,14,2.1200,2.1200,2.2400,2.2300,67406700,0.0000,5.6604,5.1887,3.3019,-0.1255,5.3142,0,0.2000,1,1,1,1,2.0000,1.8000,2.3300,10.3774,9.9057,-0.9436,
sec_clean_gappers,2026-03-10,YYGH,6-K,14,5.2500,5.6000,5.6000,5.4000,164654,6.6667,6.6667,2.8571,0.9524,-0.1255,2.9827,0,0.2000,1,1,1,1,-1.5000,-1.7000,1.9000,6.6667,-63.8095,-0.9436,
sec_clean_gappers,2026-03-10,ICL,6-K,14,5.0900,5.0400,5.2450,5.2200,2993000,-0.9823,3.0452,2.5540,1.4080,-0.1255,2.6795,0,0.2000,1,1,0,1,2.0000,1.8000,5.3800,8.6444,5.6974,-0.9436,
sec_clean_gappers,2026-03-10,TLK,6-K,14,18.4500,17.9900,18.1700,18.1400,1232400,-2.4932,-1.5176,-1.6802,-1.9151,-0.1255,-1.5547,0,0.2000,0,0,0,0,0.8338,0.6338,18.2400,-0.3794,-1.1382,-0.9436,
sec_clean_gappers,2026-03-10,STQN,8-K,14,0.2004,0.2004,0.2004,0.2004,0,0.0000,0.0000,0.0000,0.0000,-0.1255,0.1255,0,0.2000,0,0,0,0,0.0000,-0.2000,0.2004,0.0000,0.0000,-0.9436,
