list_name,list_date,ticker,form,base_score,filing_day_close,next_open,next_high,next_close,next_volume,gap_next_open_pct,next_day_max_run_pct,next_day_close_pct,next_day_vwap_pct,spy_close_pct,alpha_close_pct,catalyst_sign,exec_cost_pct,hit_2pct,hit_3pct,hit_5pct,hit_2pct_net,realistic_pnl_pct,realistic_pnl_net_pct,market_cap
sec_top_gappers,2026-06-25,AZZ,8-K,22,160.1700,159.7600,161.4600,156.6400,740600,-0.2560,0.8054,-2.2039,-1.2653,-0.7231,-1.4808,0,0.2000,0,0,0,0,-1.5000,-1.7000,4785929092
sec_top_gappers,2026-06-25,BENF,8-K,22,3.5400,3.6200,3.7400,3.7000,28700,2.2599,5.6497,4.5198,2.3541,-0.7231,5.2429,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,ENVA,8-K,22,221.3800,223.6300,231.0600,231.0400,1136000,1.0164,4.3726,4.3635,2.8910,-0.7231,5.0867,0,0.2000,1,1,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,CPIX,8-K,22,5.9600,5.9600,6.7500,6.7500,93200,0.0000,13.2550,13.2550,8.8367,-0.7231,13.9782,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,GANX,8-K,22,1.7200,1.7200,1.7700,1.7500,550500,0.0000,2.9070,1.7442,0.7752,-0.7231,2.4673,0,0.2000,1,0,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,IVF,8-K,22,1.2400,1.8500,3.1100,2.4500,115634100,49.1935,150.8064,97.5806,98.1183,-0.7231,98.3038,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,RVRF,8-K,22,48.0000,48.0000,48.0000,48.0000,200,0.0000,0.0000,0.0000,0.0000,-0.7231,0.7231,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-06-25,GTES,8-K,21,29.0200,28.8700,28.8800,28.7900,4066100,-0.5169,-0.4824,-0.7926,-1.1831,-0.7231,-0.0694,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,FABC,8-K,21,3.0900,2.9500,3.1500,3.1300,200800,-4.5307,1.9418,1.2945,-0.5394,-0.7231,2.0176,0,0.2000,0,0,0,0,2.0000,1.8000,
sec_top_gappers,2026-06-25,NXB,8-K,21,2.1400,2.1350,2.4500,2.4500,53500,-0.2337,14.4860,14.4860,9.1121,-0.7231,15.2091,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,WWD,8-K,21,436.4400,435.7800,435.7800,431.6200,2569700,-0.1512,-0.1512,-1.1044,-1.4466,-0.7231,-0.3813,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,LPAA,8-K,21,10.8400,10.8300,10.8300,10.8300,900,-0.0923,-0.0923,-0.0923,-0.0923,-0.7231,0.6309,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-06-25,JFB,8-K,21,4.8500,4.8100,4.9830,4.7000,357000,-0.8247,2.7423,-3.0928,-1.5258,-0.7231,-2.3696,0,0.2000,1,0,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,ACR-PD,8-K,21,22.4500,22.4000,22.4400,22.4400,3407,-0.2227,-0.0445,-0.0445,-0.1633,-0.7231,0.6786,0,0.5000,0,0,0,0,0.1786,-0.3214,160093217
sec_top_gappers,2026-06-25,ISPR,8-K,20,1.6200,1.6600,1.8200,1.5000,1798700,2.4691,12.3457,-7.4074,-0.8230,-0.7231,-6.6843,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,RKTO,8-K,20,0.8750,0.8650,0.9550,0.9510,955000,-1.1429,9.1429,8.6857,4.8000,-0.7231,9.4088,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,COYA,8-K,20,5.1300,5.2000,5.5000,5.5000,249100,1.3645,7.2125,7.2125,3.9636,-0.7231,7.9356,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,HRTX,8-K,20,0.4100,0.4100,0.4300,0.4300,6428200,0.0000,4.8781,4.8781,3.2520,-0.7231,5.6012,0,0.2000,1,1,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,CLBK,8-K,20,9.1273,9.1727,9.5409,9.4818,1966800,0.4980,4.5319,3.8845,2.9714,-0.7231,4.6076,0,0.2000,1,1,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,UPXI,8-K,20,0.7600,0.7600,0.8400,0.8330,2847900,0.0000,10.5263,9.6053,6.2281,-0.7231,10.3284,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,DVN,8-K,20,42.6000,42.5800,42.9300,42.2100,14975800,-0.0469,0.7747,-0.9155,-0.6416,-0.7231,-0.1924,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,FULC,8-K,20,3.6100,3.6100,3.8300,3.8000,4934300,0.0000,6.0942,5.2632,3.2318,-0.7231,5.9863,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,DCBG,8-K,20,26.6800,26.4650,26.4650,26.4650,600,-0.8058,-0.8058,-0.8058,-0.8058,-0.7231,-0.0827,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-06-25,AHR,8-K,20,50.9200,51.1200,51.8400,51.0000,27921000,0.3928,1.8068,0.1571,0.2422,-0.7231,0.8803,0,0.2000,0,0,0,0,-1.5000,-1.7000,9813419923
sec_top_gappers,2026-06-25,CAPN,8-K,20,11.0300,11.0300,11.0300,11.0300,0,0.0000,0.0000,0.0000,0.0000,-0.7231,0.7231,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-06-25,FSHP,8-K,20,11.0300,11.0600,11.0600,11.0600,100,0.2720,0.2720,0.2720,0.2720,-0.7231,0.9951,0,0.2000,0,0,0,0,0.0000,-0.2000,
sec_top_gappers,2026-06-25,NLOP,8-K,20,11.1100,11.1800,11.3600,11.3600,367500,0.6301,2.2502,2.2502,1.5602,-0.7231,2.9734,0,0.2000,1,0,0,1,1.6100,1.4100,
sec_top_gappers,2026-06-25,WY,8-K,20,25.7600,25.6900,25.8600,25.3100,9518900,-0.2717,0.3882,-1.7469,-1.1905,-0.7231,-1.0238,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,STRW,8-K/A,20,13.3600,13.4900,13.6500,13.6000,167000,0.9731,2.1707,1.7964,1.4222,-0.7231,2.5196,0,0.2000,1,0,0,0,0.8154,0.6154,
sec_top_gappers,2026-06-25,VVOS,8-K,19,0.4340,0.4310,0.4640,0.4480,104900,-0.6912,6.9124,3.2258,3.0722,-0.7231,3.9490,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,ASA,8-K,19,52.9100,52.5100,54.9100,53.3500,62400,-0.7560,3.7800,0.8316,0.9639,-0.7231,1.5547,0,0.2000,1,1,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,PLAY,8-K,19,11.3000,11.1100,11.9350,11.8200,2336200,-1.6814,5.6195,4.6018,2.5221,-0.7231,5.3249,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,AAWH,8-K,19,0.4480,0.4520,0.4750,0.4680,8200,0.8929,6.0268,4.4643,2.9762,-0.7231,5.1874,0,0.5000,1,1,1,1,-1.5000,-2.0000,89308244
sec_top_gappers,2026-06-25,OEC,8-K,19,7.1800,7.1000,7.1700,7.0200,1146300,-1.1142,-0.1393,-2.2284,-2.7855,-0.7231,-1.5053,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,CTKB,8-K,19,4.4700,4.4900,4.6300,4.4800,3416500,0.4474,3.5794,0.2237,0.8949,-0.7231,0.9469,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,AYTU,8-K,19,2.1700,2.1800,2.2200,2.1700,10200,0.4608,2.3041,0.0000,0.7680,-0.7231,0.7231,0,0.5000,1,0,0,0,-0.4587,-0.9587,23291061
sec_top_gappers,2026-06-25,TGLS,8-K,19,44.0700,45.2600,45.8400,44.7500,822700,2.7002,4.0163,1.5430,2.1708,-0.7231,2.2661,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,BNBX,8-K/A,19,0.3700,0.3700,0.3900,0.3900,21900,0.0000,5.4054,5.4054,2.7027,-0.7231,6.1285,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,ARVN,8-K,19,8.0300,8.1300,8.2600,8.0000,3028600,1.2453,2.8643,-0.3736,0.0000,-0.7231,0.3495,0,0.5000,1,0,0,1,-1.5000,-2.0000,518105219
sec_top_gappers,2026-06-25,WDFC,8-K/A,19,246.0600,247.6100,249.4200,248.3300,314900,0.6299,1.3655,0.9225,0.7437,-0.7231,1.6457,0,0.2000,0,0,0,0,0.2908,0.0908,
sec_top_gappers,2026-06-25,HOOD,8-K,18,93.4700,93.2150,99.4400,98.6900,44936800,-0.2728,6.3871,5.5847,3.8515,-0.7231,6.3078,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,SYNA,8-K,18,125.6200,126.2200,129.9900,121.0000,7695500,0.4776,3.4787,-3.6778,-1.4621,-0.7231,-2.9546,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,EQX,6-K,18,9.4100,9.6200,10.1000,9.7100,12812600,2.2317,7.3326,3.1881,3.9674,-0.7231,3.9112,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,AEI,8-K,18,1.2500,1.3300,1.3800,1.3800,36000,6.4000,10.4000,10.4000,6.9333,-0.7231,11.1231,0,0.5000,1,1,1,1,-1.5000,-2.0000,48619787
sec_top_gappers,2026-06-25,OMSE,6-K,18,4.0600,4.1300,4.1300,3.9500,80200,1.7241,1.7241,-2.7094,-2.8736,-0.7231,-1.9862,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,MINE,6-K,18,2.3050,2.5200,2.5200,2.2800,39800,9.3275,9.3275,-1.0846,2.3861,-0.7231,-0.3615,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,ATHR,8-K,18,3.4500,3.5000,4.2700,4.2700,31500,1.4493,23.7681,23.7681,13.8841,-0.7231,24.4913,0,0.5000,1,1,1,1,-1.5000,-2.0000,41899318
sec_top_gappers,2026-06-25,NFGC,6-K,18,1.5100,1.5200,1.5800,1.5400,1458300,0.6623,4.6358,1.9868,1.7660,-0.7231,2.7099,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,RCT,6-K,18,0.2830,0.3270,0.5170,0.3570,267549300,15.5477,82.6855,26.1484,39.4582,-0.7231,26.8715,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,EEIQ,6-K,18,3.0700,3.0700,3.0700,3.0100,6700,0.0000,0.0000,-1.9544,-1.4115,-0.7231,-1.2313,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,TII,6-K,18,2.2300,2.8200,2.8450,2.1000,24981900,26.4574,27.5785,-5.8296,4.1106,-0.7231,-5.1065,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,NEXA,6-K,18,12.4600,12.5500,12.9400,12.8500,441200,0.7223,3.8523,3.1300,1.4981,-0.7231,3.8532,0,0.2000,1,1,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,RYTM,8-K,18,108.2600,108.2600,111.0900,109.8400,2664300,0.0000,2.6141,1.4594,0.7836,-0.7231,2.1826,0,0.2000,1,0,0,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,GRML,8-K,18,0.2100,0.2200,0.2600,0.2560,3951200,4.7619,23.8095,21.9048,15.2381,-0.7231,22.6279,0,0.2000,1,1,1,1,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,MRVL,8-K,18,281.2600,268.3700,274.2000,266.7700,41986200,-4.5830,-2.5101,-5.1518,-4.8366,-0.7231,-4.4287,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,FND,8-K,18,58.3200,57.9000,59.7000,59.6100,3987100,-0.7202,2.3663,2.2119,1.2860,-0.7231,2.9351,0,0.2000,1,0,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,PLX,8-K,18,2.2200,2.2200,2.3500,2.3000,2544200,0.0000,5.8559,3.6036,3.1532,-0.7231,4.3267,0,0.2000,1,1,1,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,BYND,8-K,18,20.5290,20.4000,20.9250,19.7820,2584003,-0.6284,1.9290,-3.6388,-2.4356,-0.7231,-2.9156,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,KO,8-K,18,80.4200,80.9600,82.8100,82.6300,53357500,0.6715,2.9719,2.7481,2.0227,-0.7231,3.4712,0,0.2000,1,0,0,1,2.0000,1.8000,
sec_top_gappers,2026-06-25,INGR,8-K,18,96.8200,96.8200,98.1600,97.5000,1304400,0.0000,1.3840,0.7023,0.6059,-0.7231,1.4255,0,0.2000,0,0,0,0,0.7023,0.5023,
sec_top_gappers,2026-06-25,IPST,8-K,18,2.6600,2.3200,2.6300,2.5300,498200,-12.7820,-1.1278,-4.8872,-8.3960,-0.7231,-4.1641,0,0.2000,0,0,0,0,-1.5000,-1.7000,
sec_top_gappers,2026-06-25,SHAZ,8-K,17,80.7700,76.6500,82.8800,82.0500,1178000,-5.1009,2.6124,1.5848,-1.3124,-0.7231,2.3079,0,0.2000,1,0,0,1,-1.5000,-1.7000,
